TransactionID,Timestamp,CustomerID,Name,Surname,Shipping_State,Item,Description,Retail_Price,Loyalty_Discount
113221,2016-12-13 17:26:26,100000477,Chloe,MacLeod,Wyomin,6228611532,Valance,47.76,0.09
113220,2016-12-13 17:26:03,200000537,Rebecca,Simpson,Wyomin,4924918902,T-shirt,62.79,0.09
113219,2016-12-13 17:25:38,100000567,Alison,James,Arizona,5050067655,Bottoms,66.96,0
113218,2016-12-13 17:24:57,200000256,Julian,Peake,Connecticut,3123824581,Sweatpants,43.89,0.04
113217,2016-12-13 17:22:56,400000368,Olivia,Simpson,Vermont,7841340144,Shirt,29.4,0
113216,2016-12-13 17:20:59,100000521,Sonia,Vance,Vermont,9538578209,Dress,87.36,0.06
113215,2016-12-13 17:20:34,200000493,Jacob,Forsyth,Arizona,9730446421,Blazer,103.3,0.07
113214,2016-12-13 17:20:00,100000173,Hannah,Thomson,Massachusetts,5310615417,Tie,41.79,0.03
113213,2016-12-13 17:19:55,100000824,Heather,Davies,Massachusetts,6991736764,Pillow Sham,19.8,0.07
113212,2016-12-13 17:18:45,100000344,Anna,Miller,South Dakota,6182400847,Blazer,26.88,0.03
113211,2016-12-13 17:17:26,100000760,Keith,Walker,Minnesota,8675740287,Baby Quilt,47.76,0.09
113210,2016-12-13 17:17:24,100000542,Anne,Sharp,Illinoi,6661671897,Swimwear,50.83,0.09
113209,2016-12-13 17:12:58,300000730,Nicola,Howard,Iowa,2430071492,Dust Ruffle,41.86,0.09
113208,2016-12-13 17:11:42,100000121,Ian,Slater,Alabama,2363094138,Short Overalls,71.82,0.1
113207,2016-12-13 17:10:42,100000051,Sophie,Wilkins,Washington,7833392032,Skirt,55.86,0.04
113206,2016-12-13 17:10:19,200000582,Rebecca,Clarkson,Mississippi,3256419181,Short Slip,102,0.09
113205,2016-12-13 17:09:16,400000396,Fiona,Buckland,Mississippi,1160651321,Coat,93.9,0.08
113204,2016-12-13 17:08:25,300000238,Dorothy,Miller,Alaska,2355020550,Sweater,67.92,0.06
113203,2016-12-13 17:08:04,100000236,Carol,Blake,Missouri,1284609276,Sweater,95.76,0.02
113202,2016-12-13 17:05:30,100000010,Dominic,Parr,North Dakota,5509524170,Couch Cover,86.68,0
113201,2016-12-13 17:04:47,100000341,Jasmine,Greene,New Mexico,6511971572,Sleeping Bag,47.88,0.06
113200,2016-12-13 17:03:16,100000564,Leonard,Paige,North Dakota,8143229140,Shower Shoes,27.86,0.06
113199,2016-12-13 16:59:02,400000690,Bernadette,Duncan,Utah,6182400847,Blazer,26.88,0.03
113198,2016-12-13 16:59:00,200000387,Christian,Blake,Colorado,2113413915,Shorts,59.33,0.03
113197,2016-12-13 16:58:33,400000916,Matt,Grant,New Hampshire,9862518267,Socks,10.84,0.02
113196,2016-12-13 16:57:23,100000931,Maria,Lawrence,Missouri,3890778939,Suit & 2 pc Dress,125.16,0.02
113195,2016-12-13 16:53:45,100000345,Benjamin,Ince,West Virginia,8068199275,Slacks,87.78,0.03
113194,2016-12-13 16:53:19,100000144,Sean,Bell,Ohio,5997626126,Coat/Jacket,39.55,0.02
113193,2016-12-13 16:52:36,300000495,Stephen,Poole,Indiana,3135576553,Underwear,5.88,0.08
113192,2016-12-13 16:52:34,100000169,Blake,Mills,Kentucky,6548962456,Dust Ruffle,65.79,0.09
113191,2016-12-13 16:51:25,300000702,Diane,Underwood,Maryland,7841340144,Shirt,29.4,0.03
113190,2016-12-13 16:51:08,100000383,Jasmine,Oliver,Louisiana,7010679527,Blanket,63.84,0
113189,2016-12-13 16:50:19,200000646,Liam,Rutherford,Louisiana,3750666773,Waterbed Sheet,79.8,0.02
113188,2016-12-13 16:49:38,400000398,Nicola,Ferguson,Maryland,7645689457,Apron,9.48,0.04
113187,2016-12-13 16:45:36,100000192,Oliver,Blake,Maryland,6511971572,Sleeping Bag,47.88,0.09
113186,2016-12-13 16:45:00,100000315,Peter,Metcalfe,Idaho,6697166886,Coat,159.8,0.08
113185,2016-12-13 16:42:24,100000181,Mary,Watson,Missouri,7833392032,Skirt,55.86,0.08
113184,2016-12-13 16:40:51,300000814,James,Newman,Hawaii,8269421724,Long Overalls,124.75,0.01
113183,2016-12-13 16:39:44,100000854,Carl,Clark,Kentucky,9313710898,Dish Towel,32.23,0.02
113182,2016-12-13 16:38:24,100000286,Ruth,Lambert,Idaho,2430071492,Dust Ruffle,41.86,0.08
113181,2016-12-13 16:38:12,200000548,Emily,King,Minnesota,1284609276,Sweater,95.76,0.09
113180,2016-12-13 16:37:28,100000145,Steven,Ball,New York,8675740287,Baby Quilt,47.76,0.03
113179,2016-12-13 16:33:11,100000412,Dan,Wright,Oklahoma,2876522496,Jacket,99.8,0.1
113178,2016-12-13 16:31:57,200000350,Isaac,Kelly,Minnesota,6228611532,Valance,47.76,0.06
113177,2016-12-13 16:26:19,100000724,Una,Blake,Texas,3382973348,Top,81.76,0.04
113176,2016-12-13 16:24:23,400000653,Sam,Campbell,Utah,4934584980,Nylon Pants,55.86,0.01
113175,2016-12-13 16:23:41,100000136,Christopher,Mackenzie,Maryland,8586814459,Gown & Robe Set,65.64,0.03
113174,2016-12-13 16:23:34,300000271,Carl,Abraham,Hawaii,9538578209,Dress,87.36,0.02
113173,2016-12-13 16:22:53,100000285,Matt,Black,Maine,5480721202,Shirt,67.83,0.08
113172,2016-12-13 16:22:46,200000523,Adam,Gill,Wisconsin,4291344502,Long Overalls,55.62,0
113171,2016-12-13 16:22:33,100000154,Kevin,Powell,South Dakota,8619953091,Pillowcase,18.96,0.01
113170,2016-12-13 16:21:27,200000071,Dan,Mills,Kansas,6648383061,Long Slip,27.86,0.02
113169,2016-12-13 16:20:07,100000520,Joan,Clarkson,Missouri,1737807900,Tie,68.64,0.07
113168,2016-12-13 16:18:19,100000451,Tracey,Thomson,North Carolina,7502168586,Baby Quilt,38.06,0.03
113167,2016-12-13 16:16:59,100000546,Donna,Johnston,Connecticut,7425260271,Mattress Cover,35.44,0.02
113166,2016-12-13 16:14:13,300000636,Elizabeth,McDonald,Arkansas,3305177499,Coveralls (long sleeve),95.88,0.02
113165,2016-12-13 16:13:21,100000936,Alexandra,Henderson,Rhode Island,8213207925,Underwear & Boxers,23.76,0.02
113164,2016-12-13 16:13:16,200000819,Katherine,Grant,Illinoi,6648383061,Long Slip,27.86,0.05
113163,2016-12-13 16:10:19,100000171,John,Hughes,New York,2430071492,Dust Ruffle,41.86,0.02
113162,2016-12-13 16:09:47,100000042,Diane,Black,Illinoi,6511971572,Sleeping Bag,47.88,0.06
113161,2016-12-13 16:09:03,300000597,Julian,Lyman,Arizona,1988250904,Coat,74.16,0.01
113160,2016-12-13 16:08:09,300000597,Julian,Lyman,Arizona,5997626126,Coat/Jacket,39.55,0.01
113159,2016-12-13 16:04:24,200000896,Paul,Allan,Pennsylvani,6182400847,Blazer,26.88,0.06
113158,2016-12-13 16:01:56,400000472,Gabrielle,Hardacre,Delaware,1336619171,Slacks,63.84,0.01
113157,2016-12-13 16:00:19,100000919,Natalie,Duncan,New Mexico,4291344502,Long Overalls,55.62,0.07
113156,2016-12-13 15:57:49,100000422,Brian,Simpson,North Dakota,1336619171,Slacks,63.84,0.05
113155,2016-12-13 15:57:44,200000819,Katherine,Grant,Illinoi,9313710898,Dish Towel,32.23,0.05
113154,2016-12-13 15:56:29,100000294,Brandon,Morgan,Mississippi,1737807900,Tie,68.64,0.01
113153,2016-12-13 15:56:10,100000841,Donna,Davidson,Colorado,2113413915,Shorts,59.33,0.05
113152,2016-12-13 15:54:09,100000544,Ian,Ince,Florida,3256419181,Short Slip,102,0.1
113151,2016-12-13 15:52:44,300000734,Sarah,Murray,North Dakota,2355020550,Sweater,67.92,0.02
113150,2016-12-13 15:52:18,300000633,Piers,Miller,Alaska,7502168586,Baby Quilt,38.06,0.08
113149,2016-12-13 15:51:50,200000646,Liam,Rutherford,Louisiana,1988250904,Coat,74.16,0.02
113148,2016-12-13 15:50:15,400000515,Amanda,Mackenzie,Mississippi,1303837083,Suit,19.4,0.1
113147,2016-12-13 15:50:14,100000170,Natalie,Morrison,Arkansas,2695940506,Sweater,59.4,0.04
113146,2016-12-13 15:49:29,100000330,Wendy,Turner,Massachusetts,2355020550,Sweater,67.92,0.05
113145,2016-12-13 15:48:50,100000558,Jan,Sanderson,Idaho,8213207925,Underwear & Boxers,23.76,0.03
113144,2016-12-13 15:48:27,400000914,Anna,Randall,New Jersey,5145202479,Crib Sheet,9.9,0.05
113143,2016-12-13 15:48:13,100000293,Nathan,Bond,Utah,5480721202,Shirt,67.83,0.1
113142,2016-12-13 15:45:59,100000443,Justin,Hodges,Delaware,1489444777,Short Gown,131.12,0.03
113141,2016-12-13 15:45:49,200000363,Brandon,Johnston,New York,2782517448,Belt,45.77,0.04
113140,2016-12-13 15:43:39,100000170,Natalie,Morrison,Arkansas,3256419181,Short Slip,102,0.04
113139,2016-12-13 15:41:28,200000102,Emma,Piper,Georgia,8262662751,Suit,109.89,0.08
113138,2016-12-13 15:39:04,100000091,Blake,Reid,Alabama,8948840620,Gloves,19.8,0.01
113137,2016-12-13 15:36:22,200000352,Piers,Harris,North Carolina,8586814459,Gown & Robe Set,65.64,0.09
113136,2016-12-13 15:35:49,100000574,Dylan,Marshall,West Virginia,2557931901,Short Gown,47.76,0.02
113135,2016-12-13 15:34:56,200000492,Julian,Langdon,Missouri,9873264896,Hat,10.89,0.07
113134,2016-12-13 15:34:46,200000940,Victor,Sutherland,Colorado,6660530324,Washcloth,35.14,0.01
113133,2016-12-13 15:33:16,400000795,Amanda,King,Florida,5480721202,Shirt,67.83,0.1
113132,2016-12-13 15:32:03,100000294,Brandon,Morgan,Mississippi,1039854547,Coat,135.83,0.01
113131,2016-12-13 15:32:00,100000049,Simon,Ball,California,2557931901,Short Gown,47.76,0.02
113130,2016-12-13 15:30:37,100000141,Angela,Wright,New Mexico,9873264896,Hat,10.89,0.06
113129,2016-12-13 15:30:20,300000611,Nicola,Paige,Maryland,1893735141,Socks,115.5,0.08
113128,2016-12-13 15:28:16,100000030,Luke,Wilkins,Washington,4622769035,Short Gown,78,0.09
113127,2016-12-13 15:28:12,200000607,Brian,Arnold,Connecticut,8864799421,Valance,31.8,0.02
113126,2016-12-13 15:27:56,200000938,Trevor,Harris,Michigan,2588421965,Commode Cover,15.84,0.05
113125,2016-12-13 15:27:39,100000247,Claire,Dickens,Indiana,4584868492,T-shirt,61.38,0.09
113124,2016-12-13 15:24:29,200000762,Andrea,Robertson,South Dakota,5050067655,Bottoms,66.96,0.04
113123,2016-12-13 15:23:46,200000043,Jake,Morgan,Rhode Island,6917448328,Socks,8.82,0.02
113122,2016-12-13 15:22:36,100000709,Angela,Lawrence,Washington,5127562193,Robe,95.76,0.02
113121,2016-12-13 15:21:51,100000255,Diane,Henderson,Kansas,9195451761,Hand Towel,51.66,0.1
113120,2016-12-13 15:14:12,200000791,Pippa,Walsh,Maryland,4924918902,T-shirt,62.79,0.1
113119,2016-12-13 15:11:28,100000182,Austin,Ball,New York,6648383061,Long Slip,27.86,0.06
113118,2016-12-13 15:10:45,200000747,Peter,Gibson,Oregon,1737807900,Tie,68.64,0.07
113117,2016-12-13 15:08:52,100000923,Andrea,Henderson,Missouri,2782517448,Belt,45.77,0.09
113116,2016-12-13 15:08:01,200000066,Piers,Burgess,Nebraska,2876522496,Jacket,99.8,0.06
113115,2016-12-13 15:07:14,300000592,Diana,Martin,Kansas,2782517448,Belt,45.77,0.07
113114,2016-12-13 15:07:10,300000268,James,Oliver,Georgia,1284609276,Sweater,95.76,0
113113,2016-12-13 15:07:01,300000731,Warren,Ince,Arkansas,4391642886,Men's Pajama Set,83.79,0.04
113112,2016-12-13 15:06:07,300000393,Lily,Lyman,New Hampshire,2210750188,Blazer,119.76,0.02
113111,2016-12-13 15:05:54,200000663,Leonard,Jackson,Delaware,2557931901,Short Gown,47.76,0.02
113110,2016-12-13 15:05:10,100000378,Harry,Manning,Iowa,4619440506,Shorts,69.75,0.06
113109,2016-12-13 15:05:05,100000839,Nathan,Kerr,Maine,6182617964,Long Gown,97.11,0.1
113108,2016-12-13 15:02:25,300000524,Brandon,Clark,New Hampshire,5127562193,Robe,95.76,0
113107,2016-12-13 15:00:05,400000691,Jacob,Clarkson,Utah,1039854547,Coat,135.83,0.02
113106,2016-12-13 14:58:56,300000597,Julian,Lyman,Arizona,2588421965,Commode Cover,15.84,0.01
113105,2016-12-13 14:58:20,200000459,Charles,Brown,Arizona,3126356136,Formal Dress,99.9,0.04
113104,2016-12-13 14:57:37,100000132,James,Marshall,Rhode Island,5509524170,Couch Cover,86.68,0.04
113103,2016-12-13 14:56:28,100000746,Ava,Gibson,Kentucky,2153011099,Gown & Robe Set,99.8,0.03
113102,2016-12-13 14:56:22,100000841,Donna,Davidson,Colorado,8864799421,Valance,31.8,0.05
113101,2016-12-13 14:55:57,100000331,Jonathan,Manning,Nevada,2524845521,Gown & Robe Set,105.6,0
113100,2016-12-13 14:51:31,400000829,Lillian,Hemmings,Rhode Island,8213207925,Underwear & Boxers,23.76,0.01
113099,2016-12-13 14:47:17,100000377,Samantha,Knox,Idaho,3256419181,Short Slip,102,0.1
113098,2016-12-13 14:44:05,200000715,Sebastian,Mackenzie,Florida,8143229140,Shower Shoes,27.86,0.09
113097,2016-12-13 14:43:49,400000740,Michael,Hamilton,Tennessee,1988250904,Coat,74.16,0.03
113096,2016-12-13 14:40:01,200000100,Carolyn,Robertson,North Carolina,7690258628,Baby Blanket,21.93,0.1
113095,2016-12-13 14:38:36,300000717,Anne,Allan,South Dakota,6228611532,Valance,47.76,0.08
113094,2016-12-13 14:38:27,100000642,Eric,Wilson,Ohio,8586814459,Gown & Robe Set,65.64,0.07
113093,2016-12-13 14:38:06,200000726,Peter,Chapman,California,1940915493,Long Gown,68.77,0
113092,2016-12-13 14:37:25,100000344,Anna,Miller,South Dakota,5187883584,Dish Towel,49.5,0.03
113091,2016-12-13 14:36:33,100000723,Justin,Campbell,Texas,5480721202,Shirt,67.83,0.03
113090,2016-12-13 14:35:29,300000271,Carl,Abraham,Hawaii,3305177499,Coveralls (long sleeve),95.88,0.02
113089,2016-12-13 14:34:06,100000677,Dominic,Langdon,North Carolina,3405268556,Handbag,114.77,0.04
113088,2016-12-13 14:31:17,200000610,Ian,Walsh,Alaska,3132788435,Coat,30.06,0.08
113087,2016-12-13 14:30:35,100000877,Megan,Reid,Alaska,2355020550,Sweater,67.92,0.03
113086,2016-12-13 14:30:24,100000835,Leonard,Gibson,Wyomin,2363094138,Short Overalls,71.82,0.06
113085,2016-12-13 14:30:13,200000619,Alexander,Abraham,Texas,9313710898,Dish Towel,32.23,0.03
113084,2016-12-13 14:27:31,100000724,Una,Blake,Texas,2248992375,Sweater,61.38,0.04
113083,2016-12-13 14:25:34,100000851,Victor,Clark,Georgia,6228611532,Valance,47.76,0.01
113082,2016-12-13 14:25:03,200000725,Kevin,Hudson,Georgia,2210750188,Blazer,119.76,0.1
113081,2016-12-13 14:24:54,200000447,Neil,Coleman,Colorado,1039854547,Coat,135.83,0.02
113080,2016-12-13 14:22:56,100000489,Kevin,Wright,New Mexico,9862518267,Socks,10.84,0.09
113079,2016-12-13 14:18:41,300000812,Natalie,Wallace,Maryland,3750666773,Waterbed Sheet,79.8,0.07
113078,2016-12-13 14:16:36,100000142,Sam,Russell,Vermont,3750666773,Waterbed Sheet,79.8,0.04
113077,2016-12-13 14:14:27,200000588,Sean,Dyer,Vermont,4538875409,Couch Cover,79.8,0.09
113076,2016-12-13 14:14:15,200000482,Justin,Graham,Arizona,4574639519,Jeans,14.5,0.01
113075,2016-12-13 14:12:42,400000514,Michael,Henderson,Massachusetts,6991736764,Pillow Sham,19.8,0.08
113074,2016-12-13 14:11:04,100000709,Angela,Lawrence,Washington,3390230025,Top,33.48,0.02
113073,2016-12-13 14:10:32,200000534,Sebastian,Thomson,Georgia,5145202479,Crib Sheet,9.9,0.1
113072,2016-12-13 14:08:44,100000205,Anna,Lee,Maine,3132788435,Coat,30.06,0.05
113071,2016-12-13 14:07:57,200000385,Joe,Parsons,Washington,7841340144,Shirt,29.4,0.1
113070,2016-12-13 14:07:48,200000389,Leonard,Thomson,Florida,5127562193,Robe,95.76,0
113069,2016-12-13 14:06:25,100000489,Kevin,Wright,New Mexico,2695940506,Sweater,59.4,0.09
113068,2016-12-13 14:06:02,200000793,Charles,McDonald,Utah,2876522496,Jacket,99.8,0.06
113067,2016-12-13 14:04:59,100000041,Edward,Terry,Indiana,3962085980,Sleeper,61.38,0.05
113066,2016-12-13 14:03:41,100000130,Alison,MacLeod,Pennsylvani,4622769035,Short Gown,78,0.02
113065,2016-12-13 14:00:07,100000921,William,Gibson,Mississippi,1336619171,Slacks,63.84,0.07
113064,2016-12-13 13:56:18,100000832,David,Turner,Nevada,8619953091,Pillowcase,18.96,0.03
113063,2016-12-13 13:55:25,200000749,Anthony,Quinn,Alaska,8713824671,Infant 2 Piece Set,48.6,0.02
113062,2016-12-13 13:54:52,200000622,Christopher,Randall,New York,8586814459,Gown & Robe Set,65.64,0.09
113061,2016-12-13 13:53:11,100000930,Amelia,Hughes,Hawaii,8068199275,Slacks,87.78,0
113060,2016-12-13 13:51:51,100000640,David,Arnold,Wisconsin,8624682735,Coat,77.77,0.1
113059,2016-12-13 13:51:15,100000400,Jacob,Fisher,New Jersey,8694351166,Chair Cover,38.87,0.02
113058,2016-12-13 13:47:58,200000047,Leah,Nolan,Mississippi,8948840620,Gloves,19.8,0.03
113057,2016-12-13 13:47:08,100000879,Ryan,Russell,Virginia,6661671897,Swimwear,50.83,0.02
113056,2016-12-13 13:47:03,100000931,Maria,Lawrence,Missouri,4538875409,Couch Cover,79.8,0.02
113055,2016-12-13 13:45:24,400000639,Peter,Miller,Oklahoma,7690258628,Baby Blanket,21.93,0.04
113054,2016-12-13 13:45:24,200000043,Jake,Morgan,Rhode Island,3390230025,Top,33.48,0.02
113053,2016-12-13 13:45:14,100000232,Trevor,King,Colorado,3135576553,Underwear,5.88,0.07
113052,2016-12-13 13:43:28,300000731,Warren,Ince,Arkansas,7463357829,Infant 2 Piece Set,49.8,0.04
113051,2016-12-13 13:36:02,200000508,Bella,Gibson,Colorado,3819369487,Dish Towel,7.84,0.08
113050,2016-12-13 13:35:15,200000186,Sue,Ellison,Minnesota,5187883584,Dish Towel,49.5,0.01
113049,2016-12-13 13:30:49,300000704,Bernadette,Cornish,Pennsylvani,1082405301,Blazer,119.76,0.04
113048,2016-12-13 13:30:41,200000260,Harry,Walsh,Wyomin,3750666773,Waterbed Sheet,79.8,0.07
113047,2016-12-13 13:29:29,100000332,Carolyn,Churchill,Alabama,1284609276,Sweater,95.76,0.04
113046,2016-12-13 13:27:43,300000357,Mary,Reid,Virginia,1319286996,Gowns/Pajamas,47.43,0.02
113045,2016-12-13 13:26:05,100000306,Phil,Grant,Vermont,3123824581,Sweatpants,43.89,0.09
113044,2016-12-13 13:24:39,100000229,Yvonne,Johnston,Wyomin,6991736764,Pillow Sham,19.8,0.04
113043,2016-12-13 13:23:41,100000154,Kevin,Powell,South Dakota,7270957383,Scarf,29.85,0.01
113042,2016-12-13 13:23:24,200000682,Oliver,Paterson,Pennsylvani,9870137717,Crib Sheet,53.9,0.07
113041,2016-12-13 13:23:15,100000233,Stewart,Pullman,Idaho,5310615417,Tie,41.79,0
113040,2016-12-13 13:21:13,100000402,Kylie,McDonald,Indiana,5997626126,Coat/Jacket,39.55,0.04
113039,2016-12-13 13:20:40,100000881,Joan,Nash,Pennsylvani,3495221948,Suit & 2 pc Dress,38.12,0.07
113038,2016-12-13 13:18:23,100000176,Wendy,Gill,Arizona,2178891798,Hand Towel,18.17,0.02
113037,2016-12-13 13:17:34,100000809,Dylan,Mathis,Colorado,2020397001,Men's Pajama Set,23.1,0.03
113036,2016-12-13 13:17:02,100000847,Virginia,Newman,Maryland,4619440506,Shorts,69.75,0.07
113035,2016-12-13 13:16:53,200000448,Evan,Hart,Florida,6660530324,Washcloth,35.14,0.05
113034,2016-12-13 13:13:02,400000441,Amy,Murray,Texas,5509524170,Couch Cover,86.68,0
113033,2016-12-13 13:12:07,200000683,Piers,Gray,New York,3132788435,Coat,30.06,0.07
113032,2016-12-13 13:11:27,200000942,Richard,Roberts,Alaska,3405268556,Handbag,114.77,0.1
113031,2016-12-13 13:11:06,200000646,Liam,Rutherford,Louisiana,4934584980,Nylon Pants,55.86,0.02
113030,2016-12-13 13:09:39,100000445,Rose,Hodges,New Hampshire,6719567315,Blouse,47.88,0.02
113029,2016-12-13 13:08:59,100000543,Chloe,Dickens,Georgia,3126356136,Formal Dress,99.9,0.01
113028,2016-12-13 13:08:29,100000249,Brandon,Bower,South Dakota,4622769035,Short Gown,78,0.04
113027,2016-12-13 13:07:50,300000666,Alan,Forsyth,Colorado,1940915493,Long Gown,68.77,0.05
113026,2016-12-13 13:07:32,200000486,Leonard,Churchill,Tennessee,8713824671,Infant 2 Piece Set,48.6,0.05
113025,2016-12-13 13:07:21,400000690,Bernadette,Duncan,Utah,2782517448,Belt,45.77,0.03
113024,2016-12-13 13:05:52,200000587,Sebastian,Forsyth,Delaware,3962085980,Sleeper,61.38,0.07
113023,2016-12-13 13:03:51,200000716,Theresa,Fraser,Rhode Island,9223468295,Bath Mat,23.88,0.09
113022,2016-12-13 13:03:46,100000227,Connor,Gill,Alaska,4924918902,T-shirt,62.79,0.08
113021,2016-12-13 13:03:17,300000913,Dan,Robertson,Nebraska,5608950888,Suit & 2 pc Dress,112.35,0.1
113020,2016-12-13 13:02:45,200000109,Joe,Forsyth,Texas,6182617964,Long Gown,97.11,0.05
113019,2016-12-13 13:02:27,100000284,Lily,Hughes,Wisconsin,5153370805,Shorts,43.96,0.04
113018,2016-12-13 13:02:06,400000755,Angela,Oliver,Arkansas,6228611532,Valance,47.76,0.01
113017,2016-12-13 12:58:15,100000203,Yvonne,Arnold,North Dakota,2963300774,Sweatshirt,75.81,0.03
113016,2016-12-13 12:56:52,300000528,Victoria,Welch,Iowa,8586814459,Gown & Robe Set,65.64,0.08
113015,2016-12-13 12:56:21,100000142,Sam,Russell,Vermont,8864799421,Valance,31.8,0.04
113014,2016-12-13 12:53:56,100000092,Jane,Forsyth,New Mexico,2153011099,Gown & Robe Set,99.8,0.1
113013,2016-12-13 12:53:01,100000880,Rachel,Springer,North Dakota,2926937052,Washcloth,10.78,0.03
113012,2016-12-13 12:53:00,100000501,Victoria,Johnston,Louisiana,8619953091,Pillowcase,18.96,0.01
113011,2016-12-13 12:46:00,200000536,Simon,Brown,West Virginia,1893735141,Socks,115.5,0.06
113010,2016-12-13 12:43:33,100000572,David,Stewart,Virginia,7833392032,Skirt,55.86,0.06
113009,2016-12-13 12:42:16,200000370,Joshua,Bond,Kansas,1336619171,Slacks,63.84,0.09
113008,2016-12-13 12:42:04,200000591,Christian,Edmunds,Wyomin,2524845521,Gown & Robe Set,105.6,0.1
113007,2016-12-13 12:38:34,200000349,Cameron,Duncan,Arizona,6182400847,Blazer,26.88,0.01
113006,2016-12-13 12:36:51,200000301,Joseph,Robertson,South Carolina,2926937052,Washcloth,10.78,0.1
113005,2016-12-13 12:34:17,100000304,Andrea,Jackson,Mississippi,3390230025,Top,33.48,0.07
113004,2016-12-13 12:33:32,200000842,Matt,Manning,Montan,8269421724,Long Overalls,124.75,0.06
113003,2016-12-13 12:32:26,100000928,Stephen,Glover,Ohio,8864799421,Valance,31.8,0.08
113002,2016-12-13 12:32:08,300000736,Anne,Butler,Connecticut,6991736764,Pillow Sham,19.8,0.1
113001,2016-12-13 12:31:07,200000414,Sebastian,Langdon,Alabama,4681342313,Sheets,29.9,0.06
113000,2016-12-13 12:30:20,100000871,Joshua,Kelly,South Dakota,8058527540,Jeans,35.91,0.05
112999,2016-12-13 12:29:59,100000273,Jake,Skinner,Nebraska,4934584980,Nylon Pants,55.86,0.01
112998,2016-12-13 12:28:43,300000888,Pippa,Gray,New Mexico,3126356136,Formal Dress,99.9,0
